1	144.1
2	74.29
3	49.18
4	34.8
5	29.46
6	23.39
7	19.86
8	18.65
9	15.56
10	21.67
11	19.1
12	11.63
13	16.9
14	16.88
15	14.14
20	11.22
24	10.13
